Flag,Time,Tweet,Source,Link,nTweets_in_Cluster,nSource,BestSim,AveSim,nFeatures,nClusters
1,"('2015-08-12 19:31:24',)","Jimmy Carter says he has cancer, revealed by recent surgery ",washingtonpost,http://t.co/H5KvkxRNw6,5,5,0.961356667,0.885916214,68,60
0,"('2015-08-12 19:40:36',)",#WorldElephantDay: Stunning images of the majestic mammals in Kenya  ,telegraph,http://t.co/Vv3GUeZPyc,4,3,0.534319226,0.517351112,66,59
0,"('2015-08-12 19:50:22',)",UPDATE: Former President Jimmy Carter reveals he has cancer:  ,abc,http://t.co/A98wq2tKhm,6,4,0.990771416,0.942485966,64,60
1,"('2015-08-12 20:01:07',)",Former US President Jimmy Carter announces he has cancer,telegraph,,6,6,0.953591995,0.912245049,67,61
0,"('2015-08-12 20:10:53',)",UPDATE: Former President Jimmy Carter reveals he has cancer:  ,abc,http://t.co/A98wq2tKhm,6,4,0.990641148,0.938356555,69,62
1,"('2015-08-12 20:21:23',)",Former US President Jimmy Carter announces he has cancer,telegraph,,6,6,0.950527791,0.909199365,69,62
0,"('2015-08-12 20:31:19',)","Thursday's Guardian: ""Blair: Labour is heading for the precipice""  #tomorrowspaperstoday #BBCpapers (via @suttonnick)",bbcnews,http://t.co/UOnoJdwYkf,6,2,0.941811753,0.820288417,66,62
0,"('2015-08-12 20:42:10',)","Thursday's Guardian: ""Blair: Labour is heading for the precipice""  #tomorrowspaperstoday #BBCpapers (via @suttonnick)",bbcnews,http://t.co/UOnoJdwYkf,6,2,0.946366593,0.824819169,66,61
1,"('2015-08-12 20:52:38',)",UPDATE: Former President Jimmy Carter reveals he has cancer:  ,abc,http://t.co/A98wq2tKhm,7,7,0.987432067,0.941795382,66,59
0,"('2015-08-12 21:03:09',)",Shane Warne’s incredible spray ,newscomauhq,http://t.co/ZIzPwESkme,10,7,0.343376561,0.322231057,66,55
0,"('2015-08-12 21:14:06',)",Former President Jimmy Carter says he has cancer. ,wsj,http://t.co/PmXiX90MGG,6,4,0.990818079,0.922456589,67,56
0,"('2015-08-12 21:25:02',)",Recipe: Pasta Salad With Melon Salsa  ,wsj,http://t.co/ZBJDI30szf,6,5,0.441226386,0.425564884,64,53
0,"('2015-08-12 21:35:23',)","Thursday's i: ""Labour at war""  #tomorrowspaperstoday #BBCpapers (via @suttonnick)",bbcnews,http://t.co/h5LTIzwJUL,6,1,0.947120193,0.88029669,64,52
0,"('2015-08-12 21:46:22',)",MH370 ‘is intact on ocean floor’ ,newscomauhq,http://t.co/KamgK0p1EQ,7,6,0.427290935,0.408776513,62,50
0,"('2015-08-12 21:55:22',)",Aussies named on terror hit list ,newscomauhq,http://t.co/DF86fhX1fu,6,5,0.447976482,0.435441746,62,47
0,"('2015-08-12 22:05:22',)","Thursday's Telegraph: ""Labour on path to annihilation""  #tomorrowspaperstoday #BBCpapers (via @suttonnick)",bbcnews,http://t.co/zT4Dc83vKw,6,1,0.956413722,0.891015803,62,48
0,"('2015-08-12 22:15:25',)",Citizens Bank to pay $34.5m for shortchanging customers who made math errors on deposit slips  ,latimes,http://t.co/O1fG5ZWIWK,6,6,0.43426985,0.40985671,62,49
0,"('2015-08-12 22:26:04',)","Paralyzed toddler gets dream path built to barn: “For him, it was about freedom and mobility”  ",abc,http://t.co/dHr71FR4fv,6,5,0.454317535,0.433181763,60,48
0,"('2015-08-12 22:37:00',)",RT @AJENews: Lebanese Christian party protests in Beirut against community's perceived marginalisation  ,ajenglish,http://t.co/m5sElTTCxc,7,7,0.425033028,0.400771504,59,45
0,"('2015-08-12 22:47:49',)","Hospital in Buffalo, N.Y., prepares for baby boom 9 months after epic snowstorm: ",ap,http://t.co/VjiAFlBHat,8,7,0.436262622,0.388035503,52,39
0,"('2015-08-12 22:57:15',)",On @TomorrowDaily 224: Touchjet Wave transforms your TV into a giant tablet  ,cnet,http://t.co/Dy3PVjnfbk,7,6,0.416719315,0.405712525,52,39
0,"('2015-08-12 23:05:08',)","""Washington cartel"": the ups and downs of a Cruz catchphrase ",washingtonpost,http://t.co/UoGTnZj7pu,5,5,0.520386671,0.474900295,49,37
0,"('2015-08-12 23:15:27',)",Isis in Egypt beheads Croatian captive  ,thetimes,http://t.co/RwZJGmBJUJ,7,5,0.422491047,0.383462988,50,38
0,"('2015-08-12 23:25:15',)",Elephant wears GoPro while enjoying playtime at Australia zoo—see the world from its POV:  ,abc,http://t.co/iTgpT7Pgmx,7,6,0.450298275,0.401931192,52,39
0,"('2015-08-12 23:35:15',)",Elephant wears GoPro while enjoying playtime at Australia zoo—see the world from its POV:  ,abc,http://t.co/iTgpT7Pgmx,9,7,0.391811939,0.34784725,50,38
0,"('2015-08-12 23:45:09',)",RT @myhlee: How much of Planned Parenthood deals with abortions: ‘3%’ vs. ‘94%’ ,washingtonpost,http://t.co/lOxjyqAUcp,9,8,0.381584082,0.355416791,53,41
0,"('2015-08-12 23:55:12',)",CommBank glitch leaves customers without cash ,newscomauhq,http://t.co/YxbR8Q88hY,8,8,0.39261744,0.373497718,56,43
0,"('2015-08-13 00:04:18',)",Russia and NATO ‘actively preparing for war’ ,newscomauhq,http://t.co/cDI4vz7v6o,8,6,0.416256116,0.372620292,51,39
0,"('2015-08-13 00:15:10',)",Tourists shun resort terrorised by sharks  ,thetimes,http://t.co/pXhMXfHR7l,5,5,0.51217175,0.46291713,47,37
0,"('2015-08-13 00:25:06',)",RT @AP_Sports: Seattle's Hisashi Iwakuma becomes 2nd Japanese pitcher to throw no-hitter   (@ByTimBooth) ,ap,http://t.co/tcK9Nue94s,8,7,0.412687187,0.375623767,48,38
0,"('2015-08-13 00:35:48',)",Boko Haram mystery: Where – or who – is the African terrorist group's leader?  ,latimes,http://t.co/HbE9Dxrzm4,6,5,0.426227559,0.418473254,48,37
0,"('2015-08-13 00:45:23',)",RT @BBCNewsAus: Australian government now considering gay marriage referendum  ,bbcnews,http://t.co/EZpElK68Wm,6,5,0.459510398,0.434429262,49,37
0,"('2015-08-13 00:56:14',)",Unpaid United Nations intern can’t afford rent - so he’s sleeping in a tent:  ,abc,http://t.co/nZfDLaHSVS,6,5,0.457783475,0.418416217,51,39
0,"('2015-08-13 01:05:26',)",Jarryd Hayne’s ‘language barrier’ issue ,newscomauhq,http://t.co/ZllUvccYw1,4,3,0.542207681,0.523939951,50,39
0,"('2015-08-13 01:15:19',)",Jarryd Hayne’s ‘language barrier’ issue ,newscomauhq,http://t.co/ZllUvccYw1,6,6,0.445071032,0.43521165,49,38
0,"('2015-08-13 01:25:38',)",Hillary Clinton emails: What happened and what’s next:  - @ABCPolitics ,abc,http://t.co/dVfxPDNJeN,6,5,0.454766847,0.433804308,50,38
0,"('2015-08-13 01:35:10',)",CommBank glitch leaves customers without cash ,newscomauhq,http://t.co/YxbR8Q88hY,5,5,0.474290175,0.452860674,49,37
0,"('2015-08-13 01:46:03',)",How doxing went from a cheap hacker trick to a presidential campaign tactic ,washingtonpost,http://t.co/ssze42MMtt,6,5,0.453270478,0.437317753,46,35
0,"('2015-08-13 01:50:23',)",RT @AP_Sports: IOC rules out viral testing of Rio's Olympic waters; AP testing showed alarming viral levels ,ap,http://t.co/uagpX1vE2c,8,7,0.407303531,0.366235477,42,31
0,"('2015-08-13 02:00:35',)","RT @ChinaRealTime: The deadly explosion in Tianjin, in photos:  ",wsj,http://t.co/8AfFAW50Kx,4,3,0.532086285,0.50857886,44,33
0,"('2015-08-13 02:10:04',)",Kyrgios’ jaw-dropping girlfriend sledge ,newscomauhq,http://t.co/983lF0nZMK,7,5,0.420798004,0.406906815,47,35
0,"('2015-08-13 02:20:26',)",RT @BBCNewsAus: Australian government now considering gay marriage referendum  ,bbcnews,http://t.co/EZpElK68Wm,4,4,0.529382053,0.514192517,45,33
0,"('2015-08-13 02:29:32',)",Kyrgios’ jaw-dropping girlfriend sledge ,newscomauhq,http://t.co/983lF0nZMK,10,7,0.399755532,0.320207893,45,33
0,"('2015-08-13 02:36:30',)",Tennis court turned into home ,newscomauhq,http://t.co/VmBoo1Z1Tl,5,3,0.520772827,0.484955578,44,32
0,"('2015-08-13 02:47:03',)","Beaten Pomeranian found with note: ""We beat it 2 death lol"" -  ",abc,http://t.co/aRr38UYRUC,7,5,0.412146779,0.375925918,43,32
0,"('2015-08-13 02:54:04',)","Considered the birthplace of punk, here's a look inside the legendary CBGB:  #SeventiesCNN ",cnn,http://t.co/wq6KaBRkOS,6,5,0.478672944,0.41263052,42,32
0,"('2015-08-13 03:01:07',)",Dinner date that could kill Royal Commission ,newscomauhq,http://t.co/UDyMUfbjnN,6,5,0.475140639,0.430122415,39,29
0,"('2015-08-13 03:12:06',)","In today's Great Read: Burning dung for fuel and lacking plumbing, but able to watch ""Breaking Bad"" on satellite TV ",latimes,http://t.co/MtgfgfKGY0,4,4,0.565324794,0.537189702,39,29
0,"('2015-08-13 03:20:20',)",North Korea is stepping up uranium production — but for power or nukes? ,washingtonpost,http://t.co/GC2V0FwxoY,8,6,0.423473377,0.391054989,41,29
0,"('2015-08-13 03:26:46',)",Jury rejects negligence lawsuit against LAPD in shooting ,latimes,http://t.co/q3Gx6dDDoD,7,5,0.42916616,0.382831159,43,32
0,"('2015-08-13 03:35:52',)",Libyan prime minister quits during live interview  ,thetimes,http://t.co/j25rrDOy6T,6,5,0.492015105,0.437222534,42,32
0,"('2015-08-13 03:45:02',)",Cockroach in ‘wild mushroom’ sauce ,newscomauhq,http://t.co/2DbKg0SaxP,5,3,0.49871334,0.466095116,46,36
0,"('2015-08-13 03:55:08',)","RT @henryklee: A @UFCW medical cannabis organizer took bribes, per @FBISanFrancisco @USAO_NDCA  ",sfgate,http://t.co/YG4n4vc3HM,7,6,0.424973654,0.403821128,49,39
0,"('2015-08-13 04:05:07',)",‘He’s de-gloved his penis!’ ,newscomauhq,http://t.co/wpqpWhDKNY,8,5,0.405006867,0.371092462,50,40
0,"('2015-08-13 04:15:21',)","Attacks on fiber networks in California baffle FBI 
 ",wsj,http://t.co/y7s2ifgrLp,6,4,0.446105764,0.41838401,52,44
0,"('2015-08-13 04:20:18',)",RT @davidshukmanbbc: Shale gas bids to be fast-tracked by government #fracking @RHarrabin explains  ,bbcnews,http://t.co/tCkc3KvmMu,6,6,0.46328,0.427536025,54,49
0,"('2015-08-13 04:30:07',)",Turning down Oxbridge was the best decision I ever made | @jameskirkup  ,telegraph,http://t.co/X5HmCUedv0,5,4,0.512205867,0.459206831,54,49
0,"('2015-08-13 04:38:48',)","The Great British Bake Off 2015, ep 2 biscuit week, review: 'lacking bite' ★★★☆☆:  #GBBO ",telegraph,http://t.co/7o21X4yE3V,6,4,0.446473797,0.428026432,57,51
0,"('2015-08-13 04:49:44',)",NASA wants you to design a smartwatch app for astronauts  ,cnet,http://t.co/EIudFdPvNK,5,5,0.510355577,0.469114556,55,50
0,"('2015-08-13 05:00:39',)","RT @BBCBreaking: At least 50 people killed in Iraq after truck bomb targets crowded Baghdad market, officials say ",bbcnews,http://t.co/RdpgXhwAKD,5,3,0.973027868,0.881829456,58,53
0,"('2015-08-13 05:10:14',)","RT @BBCBreaking: At least 50 people killed in Iraq after truck bomb targets crowded Baghdad market, officials say ",bbcnews,http://t.co/RdpgXhwAKD,5,3,0.973875035,0.883501172,61,56
0,"('2015-08-13 05:20:43',)","RT @BBCBreaking: At least 50 people killed in Iraq after truck bomb targets crowded Baghdad market, officials say ",bbcnews,http://t.co/RdpgXhwAKD,5,3,0.977255136,0.890067831,59,53
0,"('2015-08-13 05:31:06',)","Expat startups: These entrepreneurs cater to global nomads seeking jobs, thrills  ",wsj,http://t.co/JnXHuEIN3q,5,4,0.494958313,0.478052484,60,55
0,"('2015-08-13 05:40:02',)","Editorial: What is China doing with its currency, and why?  ",latimes,http://t.co/JL8Xc65kfV,4,3,0.932456983,0.88021606,59,54
0,"('2015-08-13 05:50:38',)","RT @AJENews: India court says ban on Nestle was ""arbitrary"" and violated ""principles of national justice""   ",ajenglish,http://t.co/h3InkiamRM,5,5,0.524133509,0.471170859,59,53
0,"('2015-08-13 06:00:45',)","RT @AJENews: India court says ban on Nestle was ""arbitrary"" and violated ""principles of national justice""   ",ajenglish,http://t.co/h3InkiamRM,6,4,0.468713884,0.413686081,56,50
0,"('2015-08-13 06:10:43',)",‘My mother was so angry I didn’t want to do Playboy’  ,thetimes,http://t.co/fX5EsIzTFF,6,6,0.520602792,0.441255932,59,51
0,"('2015-08-13 06:20:49',)",'Scream and I will kill you'. WARNING: Graphic content. ,newscomauhq,http://t.co/owuv1HNwQk,5,5,0.50602055,0.469453218,56,46
0,"('2015-08-13 06:30:14',)",The U.S. said it will create a safe zone on Syrian border. But nobody knows how. ,washingtonpost,http://t.co/7elLQLxA9a,8,5,0.419166012,0.389064917,59,48
0,"('2015-08-13 06:40:00',)",‘They were growing up to be monsters’ ,newscomauhq,http://t.co/qPz4bd173x,6,4,0.484587906,0.43094119,59,48
0,"('2015-08-13 06:50:14',)",RT @BBCr4today: Jack Straw's comments on @jeremycorbyn as possible @UKLabour leader ,bbcnews,http://t.co/UfGFpwdoD4,6,6,0.483145022,0.424703456,59,48
0,"('2015-08-13 07:00:08',)",RT @BBCr4today: Jack Straw's comments on @jeremycorbyn as possible @UKLabour leader ,bbcnews,http://t.co/UfGFpwdoD4,7,5,0.444065873,0.402025202,57,46
0,"('2015-08-13 07:07:05',)",The U.S. said it will create a safe zone on Syrian border. But nobody knows how. ,washingtonpost,http://t.co/7elLQLxA9a,4,4,0.547894324,0.515709679,58,49
0,"('2015-08-13 07:16:25',)",Millions of shade balls are helping protect California's precious water  ,latimes,http://t.co/NuZZS2stEB,5,4,0.477378177,0.450298614,56,47
0,"('2015-08-13 07:25:40',)",‘They were growing up to be monsters’ ,newscomauhq,http://t.co/qPz4bd173x,6,4,0.452102818,0.437069488,58,47
0,"('2015-08-13 07:35:58',)",The latest on China explosions: Firefighting on hold until chemical experts assess damage: ,ap,http://t.co/4DBT3YLgzz,7,5,0.428440544,0.397249368,58,47
0,"('2015-08-13 07:45:03',)",Islamic State claims truck bomb that killed dozens in Baghdad ,latimes,http://t.co/SZSZBBexlC,6,4,0.986564702,0.895419814,56,46
0,"('2015-08-13 07:55:37',)",MH370 ‘is intact on ocean floor’ ,newscomauhq,http://t.co/aAOfzZ4E7s,9,5,0.397371064,0.349676171,58,47
0,"('2015-08-13 08:06:05',)",Express yourself! Twitter drops the 140-character limit for direct messages ,usatoday,http://t.co/r2hV2fvYHk,5,5,0.485766507,0.460818952,55,44
1,"('2015-08-13 08:17:00',)",Islamic State claims truck bomb that killed dozens in Baghdad ,latimes,http://t.co/SZSZBBexlC,5,4,0.989557484,0.916459761,54,45
0,"('2015-08-13 08:27:38',)",What's Whitewater? Millennial voters know less than you think about Hillary Clinton  ,latimes,http://t.co/gTfyTraBZd,5,4,0.509294521,0.467237527,54,45
0,"('2015-08-13 08:38:02',)",Islamic State claims truck bomb that killed dozens in Baghdad ,latimes,http://t.co/SZSZBBexlC,4,4,0.992147608,0.955308195,51,42
0,"('2015-08-13 08:45:07',)",Robot mimics evolution by building own spawn  ,thetimes,http://t.co/kQxU96LFNT,5,4,0.483615556,0.475323349,52,43
0,"('2015-08-13 08:52:48',)",More than 170 Elvis artifacts to be sold at auction during Elvis Week at Graceland in Memphis: ,ap,http://t.co/hmuA9ANN50,4,4,0.559536537,0.535830154,52,43
0,"('2015-08-13 09:00:17',)","*The tyre on Jacinda's limo genuinely busts this time*

#TheBachelorAU",newscomauhq,,5,1,0.963951621,0.839919873,51,43
0,"('2015-08-13 09:10:30',)",Ann McGovern dies at 85; wrote 'Stone Soup' and other children's books  ,latimes,http://t.co/ragtVUNlqN,4,4,0.537770442,0.521663009,51,42
0,"('2015-08-13 09:20:51',)","American Pharoah’s impact: Following his Triple Crown win, yearling sales are on the rise  ",wsj,http://t.co/vP3D9JjDIP,6,5,0.458385006,0.417458176,50,40
0,"('2015-08-13 09:31:04',)",Ratio Eight review: A stunningly beautiful coffeemaker saddled with a sky-high price  ,cnet,http://t.co/nwnQPB34hO,6,5,0.453361902,0.421946205,51,41
0,"('2015-08-13 09:40:00',)",Ann McGovern dies at 85; wrote 'Stone Soup' and other children's books  ,latimes,http://t.co/ragtVUNlqN,7,6,0.421221894,0.40583172,55,43
0,"('2015-08-13 09:50:45',)",Ann McGovern dies at 85; wrote 'Stone Soup' and other children's books  ,latimes,http://t.co/ragtVUNlqN,6,5,0.4362147,0.41642473,55,43
0,"('2015-08-13 10:00:16',)",U.K. government to fast-track fracking applications  by @SelinaWilliams3,wsj,http://t.co/QdhUT9lO1O,6,5,0.457217886,0.433676905,54,42
0,"('2015-08-13 10:10:48',)","RT @AP_Oddities: Going on vacation? When owners are away, cats can play at luxury resorts: ",ap,http://t.co/pwuY1bNkhy,4,4,0.557359503,0.517327058,57,45
0,"('2015-08-13 10:20:46',)",U.K. government to fast-track fracking applications  by @SelinaWilliams3,wsj,http://t.co/QdhUT9lO1O,8,6,0.418333822,0.371321665,54,43
0,"('2015-08-13 10:30:26',)",Teenagers drown in Norfolk beautyspot  (PA) ,thetimes,http://t.co/47IhQsmzjY,4,4,0.540517789,0.527058094,53,42
0,"('2015-08-13 10:37:56',)","In this part of Colorado, students don't do fire drills, they do escaped-prisoner drills  ",latimes,http://t.co/I3m6ed03tG,6,5,0.446563142,0.42828526,57,46
0,"('2015-08-13 10:47:59',)","At a Memphis ceremony, Priscilla Presley unveils Elvis 'forever' stamp: ",ap,http://t.co/Hr282KcE8u,5,4,0.501684626,0.478000177,57,46
0,"('2015-08-13 10:50:18',)",Is this the home of Goliath? ,newscomauhq,http://t.co/NxkrBSXKoo,8,5,0.396665681,0.37276034,58,47
0,"('2015-08-13 11:00:14',)",‘I’m the reason you ghost at parties’ ,newscomauhq,http://t.co/Nav2KFyDcy,7,6,0.465992168,0.401105207,56,46
0,"('2015-08-13 11:09:04',)",The crippling problem restaurant-goers haven’t noticed but chefs are freaking out about ,washingtonpost,http://t.co/CGL798vTOR,3,3,0.622489904,0.607047411,63,51
0,"('2015-08-13 11:18:36',)",Scott Walker approves spending $250 million on Milwaukee Bucks arena ,washingtonpost,http://t.co/G0X5sk84px,5,2,0.481640764,0.464865604,64,52
0,"('2015-08-13 11:26:17',)",‘I’m the reason you ghost at parties’ ,newscomauhq,http://t.co/Nav2KFyDcy,8,4,0.404019687,0.370425464,63,51
0,"('2015-08-13 11:32:56',)","Joe Biden is sounding out allies about a 2016 bid 
 ",wsj,http://t.co/TK4X6FDEIx,6,4,0.430533288,0.416051795,61,49
0,"('2015-08-13 11:43:46',)","Joe Biden is sounding out allies about a 2016 bid 
 ",wsj,http://t.co/TK4X6FDEIx,6,4,0.43626306,0.420606809,62,50
0,"('2015-08-13 11:49:57',)",Perseid meteor shower seen over Derbyshire  ,telegraph,http://t.co/i1YbjQ6WaC,7,5,0.46304117,0.392206439,66,54
0,"('2015-08-13 12:00:18',)",New clues fill in the blanks for rumored new Nexus phones from LG and Huawei  ,cnet,http://t.co/HYtBS5n1xo,4,3,0.922239266,0.761263373,66,55
0,"('2015-08-13 12:10:01',)",Jen Hawkins: perfect and pretty in pink ,newscomauhq,http://t.co/2FQ7yfixAY,5,5,0.510018737,0.469325918,74,61
0,"('2015-08-13 12:20:02',)","BREAKING: Weekly applications for unemployment benefits up 5,000 to a seasonally adjusted 274,000: ",ap,http://t.co/E2aNw8ngaq,7,7,0.418774842,0.39474318,74,61
0,"('2015-08-13 12:30:25',)","RT @BBCSport: Lizzie Jones, the widow of Danny Jones, will sing before the #ChallengeCup final at Wembley. 

 ",bbcnews,http://t.co/4tGOfgfqhJ,11,8,0.356951435,0.325047506,76,62
0,"('2015-08-13 12:40:23',)","RT @BBCWalesNews: There must be something in the water

Researchers discover dolphin baby boom in Cardigan Bay ",bbcnews,http://t.co/iq94b28KrQ,8,6,0.396031061,0.365925422,81,66
0,"('2015-08-13 12:50:05',)",Scorching hot days to begin with temperatures hitting 105 in valleys  ,latimes,http://t.co/AM5gu9CKOg,7,5,0.404379327,0.386117685,77,63
0,"('2015-08-13 13:00:20',)","RT @BBCWalesNews: There must be something in the water

Researchers discover dolphin baby boom in Cardigan Bay ",bbcnews,http://t.co/iq94b28KrQ,6,5,0.45024609,0.421516723,78,63
0,"('2015-08-13 13:11:01',)","Attacks on fiber networks in California baffle FBI 
 ",wsj,http://t.co/cPG6ZgBXhn,13,8,0.374681509,0.295014081,81,65
0,"('2015-08-13 13:17:34',)",Get a refurbished Pebble smartwatch for $59.95 with today's deal on the @cheapskateblog  ,cnet,http://t.co/ZrfPeWLXgf,7,6,0.405394688,0.380196052,80,64
0,"('2015-08-13 13:27:52',)","RT @BBCSport: Lizzie Jones, the widow of Danny Jones, will sing before the #ChallengeCup final at Wembley. 

 ",bbcnews,http://t.co/4tGOfgfqhJ,6,5,0.439328115,0.414131247,82,65
0,"('2015-08-13 13:38:09',)",Greek economy jumps in the second quarter in a surprise surge  ,bw,http://t.co/52sVKJ1ScW,8,6,0.390511568,0.3698861,88,71
0,"('2015-08-13 13:45:35',)","RT @APEntertainment: HBO to carry 'Sesame Street'; PBS to continue airing show 
",ap,http://t.co/Gr36jJ7H8B,5,4,0.968226893,0.854368837,90,74
0,"('2015-08-13 13:55:55',)","Note 5 and the S6 Edge+ come in white, black, silver, and gold (live blog)  #TheNextGalaxy ",cnet,http://t.co/ub6i4Iki3G,6,1,0.885754726,0.833507036,94,79
0,"('2015-08-13 14:06:40',)","Note 5 and the S6 Edge+ come in white, black, silver, and gold (live blog)  #TheNextGalaxy ",cnet,http://t.co/ub6i4Iki3G,6,1,0.882722448,0.831730534,95,79
0,"('2015-08-13 14:15:51',)",Window watch: Roberto Soldado on verge of Tottenham exit  ,thetimes,http://t.co/uHet2IYRlU,9,7,0.37241379,0.349322132,93,77
0,"('2015-08-13 14:26:36',)",August storm brings floods chaos to southeast  ,thetimes,http://t.co/XN8rlkBnlo,9,6,0.354723626,0.33377205,94,79
0,"('2015-08-13 14:33:33',)","After suspicious silence, Al Qaeda leader said to reemerge in audio tape:  ",abc,http://t.co/TgisOx7QPz,7,4,0.410232681,0.390231158,90,75
0,"('2015-08-13 14:42:14',)",Scorching hot days to begin with temperatures hitting 105 in valleys  ,latimes,http://t.co/AM5gu9CKOg,6,4,0.456457286,0.421436043,88,74
0,"('2015-08-13 14:51:17',)","Jersusalem Fire grows to 23,500 acres, but now 33 percent contained. 
 ",sfgate,http://t.co/Xv60QpEBV0,6,6,0.459051235,0.436997748,88,74
0,"('2015-08-13 15:01:42',)",This airline will weigh passengers before boarding  ,msnuk,http://t.co/i5PwghuV9k,7,6,0.421945807,0.401603406,87,73
0,"('2015-08-13 15:12:17',)",Note 5 and S6 Edge+ on sale in the US and Canada on August 21 (live blog)  #TheNextGalaxy ,cnet,http://t.co/Tkfug1KzOr,5,1,0.90654751,0.867096137,85,73
0,"('2015-08-13 15:22:25',)",A trading probe is eyeing the ex-chairman of Dean Foods and golfer Phil Mickelson: ,wsj,http://t.co/K9pCZTktmj,10,6,0.354997392,0.333510855,85,73
0,"('2015-08-13 15:31:52',)",A trading probe is eyeing the ex-chairman of Dean Foods and golfer Phil Mickelson: ,wsj,http://t.co/K9pCZTktmj,8,6,0.403938779,0.376553157,82,72
0,"('2015-08-13 15:42:50',)",RT @WSJD: Samsung introduced two new phablets today—the Galaxy Note 5 and the Galaxy S6 Edge+.  ,wsj,http://t.co/jUHAqjy7ev,5,3,0.944711545,0.910617017,79,67
0,"('2015-08-13 15:53:10',)",This airline will weigh passengers before boarding  ,msnuk,http://t.co/i5PwghuV9k,6,4,0.46748794,0.425123254,74,62
0,"('2015-08-13 16:04:05',)","Retailers enjoy healthy July sales boost, a sign shoppers are more confident about spending  ",latimes,http://t.co/z8LMnjLJrj,6,6,0.425904846,0.408413963,69,56
0,"('2015-08-13 16:14:48',)","RT @AJENews: Erdogan: Davutoglu ""won't commit suicide"" if coalition can't be formed  ",ajenglish,http://t.co/cMR2bRhrbV,7,7,0.431500777,0.382733357,65,54
0,"('2015-08-13 16:25:25',)",Is this the home of Goliath? ,newscomauhq,http://t.co/z7HF8eOCz8,3,3,0.597362861,0.585898891,63,53
0,"('2015-08-13 16:35:14',)","Streaming stars: From Angelina Jolie to Woody Allen, the superstars signing to Netflix, Amazon  ",cnet,http://t.co/6NIddGQpZ7,5,5,0.557538772,0.488983729,68,55
0,"('2015-08-13 16:46:00',)",Here's why auto debt is above $1 trillion for the first time: a surge in car loans  ,latimes,http://t.co/EDLlgO4LbZ,5,5,0.483792462,0.462255099,67,54
0,"('2015-08-13 16:56:59',)","Streaming stars: From Angelina Jolie to Woody Allen, the superstars signing to Netflix, Amazon  ",cnet,http://t.co/6NIddGQpZ7,6,4,0.459229234,0.425640642,68,55
0,"('2015-08-13 17:07:09',)",Revealed: is your mobile provider lying about its phone coverage? ,telegraph,http://t.co/rmetnyIsmW,7,6,0.413093469,0.38209634,67,55
0,"('2015-08-13 17:18:06',)",RT @APBusiness: A Harvard student lost a #Facebook internship after he built an app that exploited Messenger flaws  ,ap,http://t.co/9IBA3kSnUe,6,5,0.477833378,0.433638236,68,54
0,"('2015-08-13 17:28:04',)",Apple is working with over 40 companies to make the iPad a more appealing work tool:  $AAPL ,wsj,http://t.co/MCNKzWykEB,6,5,0.46054222,0.437199685,64,51
0,"('2015-08-13 17:35:23',)","It's possible to still wear a short-sleeve, button-down shirt as an adult. Here’s how  ",bw,http://t.co/azuwIRcl4A,7,6,0.443256763,0.39338702,64,51
0,"('2015-08-13 17:45:06',)",Dining with strangers — a form of social networking that’s weird and inspiring ,washingtonpost,http://t.co/Z3nDLUZ7wi,4,4,0.543528833,0.537836875,64,49
0,"('2015-08-13 17:55:05',)","""Blackfish""-bruised SeaWorld pledges $1.5 million toward conservation effort for coastal and marine habitats ",latimes,http://t.co/nUnPqEAVut,9,6,0.376127894,0.357134405,62,48
0,"('2015-08-13 18:05:25',)",Edyn gets locked out of smart garden paradise: Our full review  ,cnet,http://t.co/Znv5y7UNkv,5,3,0.472077074,0.454021459,63,48
0,"('2015-08-13 18:16:03',)","It's possible to still wear a short-sleeve, button-down shirt as an adult. Here’s how  ",bw,http://t.co/azuwIRcl4A,6,5,0.43339116,0.419835241,66,49
0,"('2015-08-13 18:25:06',)",Opinion: Scott Walker flounders ,washingtonpost,http://t.co/Rx2sIEyoVG,6,5,0.485434103,0.423769539,62,47
0,"('2015-08-13 18:32:26',)",Disneyland vs. Disney World: Which costs more and how can you save? Tips from @latimestravel:  ,latimes,http://t.co/jKptWMhz5u,8,5,0.39244022,0.36326831,56,43
0,"('2015-08-13 18:40:15',)",RT @APEntertainment: Feds: Blood lab bribed doctor with Justin Bieber tickets: ,ap,http://t.co/E9JLWw19Qp,7,6,0.418666024,0.407950446,55,42
0,"('2015-08-13 18:50:25',)","Listening to music during surgery improves recovery, study suggests  ",thetimes,http://t.co/aK38Y3rPKw,7,6,0.438117753,0.409015319,57,44
0,"('2015-08-13 19:01:12',)",Five ‘struggling’ rappers born filthy rich ,newscomauhq,http://t.co/7kbdmsZDcD,4,4,0.56177551,0.535243188,54,42
0,"('2015-08-13 19:10:45',)",Five ‘struggling’ rappers born filthy rich ,newscomauhq,http://t.co/7kbdmsZDcD,8,7,0.406601121,0.380607492,56,45
0,"('2015-08-13 19:21:09',)",RT @AJENews: US court backs gay couple in wedding cake dispute  ,ajenglish,http://t.co/KY2eNZ9ZHT,10,6,0.359307113,0.325205218,57,44
0,"('2015-08-13 19:31:00',)","No, he’s not a serial killer. This Brit just wants to have dinner with you. ",washingtonpost,http://t.co/Zxr1RypYXs,8,5,0.396487742,0.361820619,55,42
